Class ID,Class Name
CMUICMmGAqAC8Quk,RealCity
ZvMICMmGAqAC8Qu7,Bologna
Z5CICMmGAqAC8Qvs,Road
4XyICMmGAqAC8QwD,RoadSegment
jH6ICMmGAqAC8QwU,TemporalEntity
S42ICMmGAqAC8Qwr,TrafficLoop
wuuICMmGAqAC8Qw2,Sensor
Mm.ICMmGAqAC8QxH,TrafficLight
7HRICMmGAqAC8QxY,PhysicalEntity
cnpICMmGAqAC8Qxx,Actuator
